mssv,ho_ten,khoa,nam_hoc,tinh_tp,so_tin_chi,gpa,gio_tu_hoc,ngay_nhap_hoc
2200763,Phạm Thị Dũng,Kinh tế,2,TP. Hồ Chí Minh,23,2.09,8.9,2022-09-08
2200764,Đặng Văn Tuấn,Kỹ thuật Công nghệ,1,Đồng Nai,20,2.8,14.8,2022-09-13
2200765,Hoàng Thanh Dũng,Kỹ thuật Công nghệ,3,Đồng Nai,12,2.91,9.7,2022-09-24
2200766,Bùi Minh Sơn,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,12,2.03,8.5,2022-09-18
2200767,Lê Minh Dũng,Ngôn ngữ,2,Cần Thơ,14,1.36,3.8,2022-09-10
2200768,Huỳnh Gia Linh,Kỹ thuật Công nghệ,1,Hà Nội,15,2.6,5.2,2022-09-11
2200769,Đặng Quốc Sơn,Kinh tế,4,Bình Dương,13,2.6,13.6,2022-09-19
2200770,Vũ Văn Dũng,Du lịch,3,TP. Hồ Chí Minh,14,2.83,9.5,2022-09-13
2200771,Trần Thanh An,Kinh tế,1,Lâm Đồng,16,2.91,12.9,2022-09-13
2200772,Bùi Quốc Nam,Ngôn ngữ,1,Đồng Nai,16,2.7,10.3,2022-09-24
2200773,Hoàng Văn Mai,Luật,1,Đồng Nai,18,3.13,8.8,2022-09-15
2200774,Đặng Hữu Tuấn,Luật,1,TP. Hồ Chí Minh,17,2.08,9.4,2022-09-09
2200775,Đặng Quốc Chi,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,15,2.35,10.2,2022-09-13
2200776,Bùi Thanh Khanh,Du lịch,4,Bình Dương,16,3.28,12.6,2022-09-18
2200777,Đặng Ngọc Khanh,Kỹ thuật Công nghệ,3,Lâm Đồng,19,1.97,6.8,2022-09-13
2200778,Lê Quốc Chi,Kỹ thuật Công nghệ,3,,24,2.91,10.1,2022-09-12
2200779,Vũ Văn Phúc,Kỹ thuật Công nghệ,1,Đà Nẵng,18,2.17,,2022-09-07
2200780,Huỳnh Ngọc An,Kinh tế,3,Khánh Hòa,16,3.21,14.1,2022-09-20
2200781,Nguyễn Ngọc Bình,Kinh tế,4,Đà Nẵng,15,3.47,16.5,2022-09-08
2200782,Trần Văn Tuấn,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,17,2.25,12.5,2022-09-11
2200783,Đặng Quốc Hùng,Du lịch,3,TP. Hồ Chí Minh,17,2.53,8.9,2022-09-14
2200784,Nguyễn Ngọc Yến,Kỹ thuật Công nghệ,2,Bình Dương,15,2.1,6.9,2022-09-23
2200785,Huỳnh Minh An,Kinh tế,3,Cần Thơ,16,2.27,10.3,2022-09-21
2200786,Huỳnh Ngọc Sơn,Ngôn ngữ,2,TP. Hồ Chí Minh,15,2.47,4.4,2022-09-09
2200787,Bùi Ngọc Dũng,Du lịch,4,TP. Hồ Chí Minh,19,2.72,14.7,2022-09-14
2200788,Phan Ngọc Yến,Luật,2,Hà Nội,14,2.58,7.5,2022-09-15
2200789,Lê Văn Phúc,Luật,2,TP. Hồ Chí Minh,19,2.6,3.9,2022-09-17
2200790,Vũ Ngọc Sơn,Ngôn ngữ,2,Đồng Nai,23,2.6,11.8,2022-09-09
2200791,Huỳnh Quốc Nam,Kinh tế,4,TP. Hồ Chí Minh,20,2.57,12.0,2022-09-24
2200792,Đặng Hữu Oanh,Kinh tế,4,Hà Nội,16,3.59,12.8,2022-09-07
2200793,Vũ Hữu Trang,Kinh tế,3,Lâm Đồng,16,3.43,9.6,2022-09-05
2200794,Hoàng Thị Dũng,Ngôn ngữ,4,TP. Hồ Chí Minh,19,2.88,11.3,2022-09-12
2200795,Nguyễn Hữu Dũng,Ngôn ngữ,2,Đồng Nai,24,2.43,11.4,2022-09-16
2200796,Vũ Gia Oanh,Luật,3,TP. Hồ Chí Minh,21,3.33,7.5,2022-09-06
2200797,Nguyễn Ngọc Hà,Ngôn ngữ,3,Lâm Đồng,24,2.67,6.1,2022-09-09
2200798,Hoàng Văn Oanh,Kinh tế,2,TP. Hồ Chí Minh,16,2.63,12.5,2022-09-07
2200799,Vũ Ngọc Yến,Du lịch,1,Hà Nội,19,3.29,13.3,2022-09-17
2200800,Nguyễn Gia Vy,Du lịch,1,Cần Thơ,18,2.38,1.3,2022-09-05
2200801,Vũ Văn Yến,Kỹ thuật Công nghệ,3,Hà Nội,19,3.08,9.7,2022-09-10
2200802,Đặng Quốc Bình,Kỹ thuật Công nghệ,2,Đà Nẵng,20,3.06,14.2,2022-09-12
2200803,Phan Hữu Tuấn,Ngôn ngữ,4,TP. Hồ Chí Minh,24,2.69,10.7,2022-09-18
2200804,Huỳnh Ngọc Nam,Kinh tế,1,TP. Hồ Chí Minh,16,3.4,10.9,2022-09-18
2200805,Đặng Văn Yến,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,18,2.89,9.9,2022-09-24
2200806,Lê Thị Giang,Du lịch,2,TP. Hồ Chí Minh,16,2.61,5.6,2022-09-07
2200807,Trần Minh Nam,Ngôn ngữ,3,Bình Dương,16,2.8,9.5,2022-09-07
2200808,Đặng Thanh Yến,Ngôn ngữ,4,TP. Hồ Chí Minh,23,2.54,11.0,2022-09-24
2200809,Huỳnh Ngọc Thảo,Kinh tế,4,TP. Hồ Chí Minh,14,2.33,,2022-09-06
2200810,Vũ Thanh Hà,Kinh tế,2,Bình Dương,20,2.43,15.2,2022-09-10
2200811,Phạm Gia Khanh,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,17,2.04,13.4,2022-09-08
2200812,Đặng Quốc Hà,Ngôn ngữ,3,Lâm Đồng,18,2.89,9.5,2022-09-08
2200813,Phạm Ngọc Tuấn,Kỹ thuật Công nghệ,2,Bình Dương,20,2.64,10.1,2022-09-16
2200814,Bùi Văn Chi,Kỹ thuật Công nghệ,2,Đà Nẵng,18,2.28,,2022-09-12
2200815,Bùi Thị Phúc,Du lịch,3,Đà Nẵng,13,2.46,7.4,2022-09-05
2200816,Huỳnh Văn Khanh,Kỹ thuật Công nghệ,3,Cần Thơ,13,2.46,14.1,2022-09-12
2200817,Đặng Thanh Chi,Luật,4,Đồng Nai,20,2.58,6.7,2022-09-09
2200818,Lê Minh Chi,Ngôn ngữ,3,TP. Hồ Chí Minh,22,3.03,7.8,2022-09-06
2200819,Nguyễn Quốc Phúc,Luật,2,Bình Dương,14,2.85,6.9,2022-09-07
2200820,Lê Hữu Quân,Du lịch,1,Hà Nội,12,2.82,10.6,2022-09-19
2200821,Bùi Hữu Sơn,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,13,2.32,10.3,2022-09-14
2200822,Trần Thanh Khanh,Kinh tế,1,Hà Nội,24,2.1,6.5,2022-09-13
2200823,Hoàng Thanh Phúc,Kỹ thuật Công nghệ,1,Lâm Đồng,23,2.93,,2022-09-12
2200824,Trần Gia Hùng,Kỹ thuật Công nghệ,1,Đà Nẵng,17,,7.0,2022-09-20
2200825,Phạm Văn An,Kinh tế,3,TP. Hồ Chí Minh,13,2.76,2.8,2022-09-24
2200826,Phan Thanh Linh,Kỹ thuật Công nghệ,2,Cần Thơ,20,2.3,10.0,2022-09-14
2200827,Huỳnh Ngọc Sơn,Du lịch,3,TP. Hồ Chí Minh,17,3.17,12.7,2022-09-15
2200828,Bùi Thị Oanh,Ngôn ngữ,1,Đồng Nai,13,2.63,10.8,2022-09-24
2200829,Đặng Quốc Trang,Du lịch,3,TP. Hồ Chí Minh,21,2.83,11.1,2022-09-15
2200830,Đặng Ngọc Oanh,Ngôn ngữ,2,Đồng Nai,21,2.62,8.5,2022-09-19
2200831,Lê Thanh Quân,Luật,1,Bình Dương,17,1.66,2.0,2022-09-16
2200832,Phan Thanh Oanh,Du lịch,2,Bình Dương,12,2.55,7.3,2022-09-13
2200833,Huỳnh Gia Yến,Kinh tế,3,Khánh Hòa,12,3.15,11.4,2022-09-22
2200834,Phạm Thị Sơn,Luật,1,Hà Nội,14,2.05,10.3,2022-09-17
2200835,Huỳnh Thị Linh,Luật,4,TP. Hồ Chí Minh,21,3.26,14.6,2022-09-19
2200836,Vũ Hữu Hà,Kinh tế,1,TP. Hồ Chí Minh,16,3.38,13.7,2022-09-08
2200837,Huỳnh Ngọc Hà,Du lịch,3,TP. Hồ Chí Minh,15,2.56,5.6,2022-09-18
2200838,Vũ Thị Chi,Kinh tế,1,Đồng Nai,23,1.71,5.4,2022-09-16
2200839,Vũ Ngọc Khanh,Kinh tế,4,Cần Thơ,24,3.25,8.2,2022-09-13
2200840,Phạm Thanh Yến,Du lịch,1,Hà Nội,17,2.39,13.8,2022-09-17
2200841,Lê Văn Thảo,Ngôn ngữ,3,Hà Nội,17,2.65,13.6,2022-09-14
2200842,Đặng Gia Tuấn,Du lịch,1,Lâm Đồng,17,2.61,1.2,2022-09-05
2200843,Đặng Văn Dũng,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,12,2.17,9.3,2022-09-22
2200844,Phạm Minh Bình,Kinh tế,3,,14,2.44,6.8,2022-09-19
2200845,Trần Ngọc An,Kinh tế,1,Đồng Nai,16,2.01,7.8,2022-09-13
2200846,Trần Thanh Yến,Kỹ thuật Công nghệ,1,Hà Nội,23,1.97,4.4,2022-09-14
2200847,Bùi Minh Chi,Kinh tế,2,Bình Dương,17,3.73,5.3,2022-09-19
2200848,Lê Minh Quân,Kinh tế,2,Cần Thơ,16,2.48,4.9,2022-09-20
2200849,Trần Quốc Phúc,Luật,4,Đà Nẵng,14,3.51,6.4,2022-09-07
2200850,Phạm Ngọc Chi,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,17,3.28,9.7,2022-09-21
2200851,Phạm Văn Tuấn,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,19,3.29,12.6,2022-09-19
2200852,Vũ Quốc Giang,Ngôn ngữ,2,Hà Nội,16,3.46,8.4,2022-09-18
2200853,Lê Văn Nam,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,19,2.94,8.4,2022-09-22
2200854,Phạm Gia Vy,Kinh tế,2,TP. Hồ Chí Minh,13,2.89,8.3,2022-09-17
2200855,Phạm Minh Dũng,Kinh tế,4,Khánh Hòa,15,3.03,6.1,2022-09-18
2200856,Phạm Văn Trang,Luật,4,Khánh Hòa,23,3.83,11.3,2022-09-06
2200857,Phạm Quốc Bình,Du lịch,3,TP. Hồ Chí Minh,16,3.22,12.5,2022-09-07
2200858,Vũ Thanh Dũng,Luật,2,TP. Hồ Chí Minh,12,2.49,8.4,2022-09-07
2200859,Đặng Thanh Giang,Du lịch,2,TP. Hồ Chí Minh,24,2.74,14.1,2022-09-20
2200860,Hoàng Thị Dũng,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,17,2.75,9.4,2022-09-07
2200861,Bùi Gia Khanh,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,15,3.07,8.4,2022-09-05
2200862,Hoàng Hữu Oanh,Kinh tế,2,Đà Nẵng,23,3.13,3.8,2022-09-09
2200863,Phan Văn Oanh,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,18,2.58,8.1,2022-09-19
2200864,Phan Thanh Trang,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,21,3.18,7.2,2022-09-21
2200865,Phạm Minh Chi,Kinh tế,2,Khánh Hòa,24,1.51,5.4,2022-09-08
2200866,Huỳnh Gia Sơn,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,14,3.11,7.8,2022-09-23
2200867,Phan Thanh Sơn,Kinh tế,4,Cần Thơ,15,2.58,8.7,2022-09-15
2200868,Phan Quốc Nam,Luật,2,TP. Hồ Chí Minh,12,3.61,13.7,2022-09-07
2200869,Lê Minh Hùng,Du lịch,2,Cần Thơ,12,2.03,5.1,2022-09-20
2200870,Vũ Thanh Giang,Du lịch,1,Đà Nẵng,12,3.15,16.1,2022-09-12
2200871,Vũ Minh Giang,Luật,2,TP. Hồ Chí Minh,17,2.23,12.5,2022-09-17
2200872,Đặng Quốc Khanh,Luật,3,Cần Thơ,13,2.75,14.6,2022-09-11
2200873,Huỳnh Văn Sơn,Du lịch,1,TP. Hồ Chí Minh,19,2.57,7.7,2022-09-07
2200874,Vũ Minh Nam,Luật,2,Cần Thơ,17,2.57,3.9,2022-09-22
2200875,Đặng Văn Giang,Du lịch,3,TP. Hồ Chí Minh,12,3.28,9.6,2022-09-23
2200876,Đặng Thị Quân,Kỹ thuật Công nghệ,1,Hà Nội,20,2.47,7.3,2022-09-15
2200877,Lê Thanh Vy,Kinh tế,4,Bình Dương,19,3.62,12.2,2022-09-09
2200878,Phạm Minh Hà,Kinh tế,3,Đồng Nai,17,2.79,0.0,2022-09-09
2200879,Vũ Văn An,Kinh tế,1,Lâm Đồng,19,2.84,7.2,2022-09-14
2200880,Vũ Thanh Dũng,Du lịch,1,TP. Hồ Chí Minh,16,2.52,8.8,2022-09-23
2200881,Phạm Quốc Trang,Kỹ thuật Công nghệ,1,Đà Nẵng,16,1.68,9.2,2022-09-08
2200882,Trần Minh Hà,Kỹ thuật Công nghệ,1,Cần Thơ,22,2.71,4.7,2022-09-17
2200883,Huỳnh Thị Dũng,Kỹ thuật Công nghệ,1,Cần Thơ,15,2.26,2.7,2022-09-24
2200884,Phan Hữu Trang,Kinh tế,2,Đà Nẵng,19,2.89,6.3,2022-09-05
2200885,Hoàng Thanh Nam,Kinh tế,4,Hà Nội,23,2.81,1.1,2022-09-14
2200886,Nguyễn Ngọc Hà,Kỹ thuật Công nghệ,1,Đà Nẵng,22,,9.3,2022-09-24
2200887,Bùi Văn Giang,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,12,1.76,4.3,2022-09-13
2200888,Bùi Văn Yến,Kinh tế,2,TP. Hồ Chí Minh,23,3.14,5.1,2022-09-20
2200889,Trần Thanh Bình,Kỹ thuật Công nghệ,4,Đà Nẵng,14,3.34,12.3,2022-09-19
2200890,Trần Gia An,Ngôn ngữ,3,TP. Hồ Chí Minh,22,2.92,11.6,2022-09-11
2200891,Huỳnh Văn Nam,Du lịch,2,Khánh Hòa,19,2.13,5.8,2022-09-19
2200892,Huỳnh Quốc Mai,Kinh tế,2,Đồng Nai,20,2.66,15.4,2022-09-18
2200893,Huỳnh Gia Nam,Du lịch,1,TP. Hồ Chí Minh,19,3.38,13.9,2022-09-06
2200894,Huỳnh Quốc Tuấn,Luật,4,TP. Hồ Chí Minh,13,2.89,13.2,2022-09-23
2200895,Trần Văn Yến,Luật,3,TP. Hồ Chí Minh,24,2.55,11.4,2022-09-07
2200896,Phan Hữu Bình,Kỹ thuật Công nghệ,2,Hà Nội,23,,10.4,2022-09-12
2200897,Vũ Ngọc Bình,Kỹ thuật Công nghệ,1,Cần Thơ,23,,8.8,2022-09-23
2200898,Hoàng Thanh Bình,Luật,3,Hà Nội,14,2.68,7.0,2022-09-11
2200899,Bùi Ngọc Linh,Kinh tế,4,Đồng Nai,18,3.01,12.1,2022-09-14
2200900,Bùi Gia Tuấn,Ngôn ngữ,3,Bình Dương,12,2.6,7.5,2022-09-21
2200901,Bùi Thị Trang,Du lịch,3,Cần Thơ,20,2.62,13.2,2022-09-10
2200902,Nguyễn Thanh Tuấn,Kỹ thuật Công nghệ,1,Đồng Nai,18,2.55,10.4,2022-09-13
2200903,Đặng Quốc Oanh,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,21,2.58,11.9,2022-09-25
2200904,Huỳnh Minh Giang,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,17,3.05,5.3,2022-09-10
2200905,Phạm Gia Mai,Ngôn ngữ,2,TP. Hồ Chí Minh,21,2.24,7.9,2022-09-05
2200906,Trần Minh Thảo,Du lịch,1,TP. Hồ Chí Minh,24,2.47,5.8,2022-09-22
2200907,Bùi Thanh Sơn,Ngôn ngữ,2,TP. Hồ Chí Minh,18,2.19,9.9,2022-09-06
2200908,Lê Văn Hà,Du lịch,2,TP. Hồ Chí Minh,19,,7.6,2022-09-09
2200909,Vũ Thanh Bình,Luật,3,TP. Hồ Chí Minh,17,2.77,4.7,2022-09-10
2200910,Hoàng Ngọc Linh,Kỹ thuật Công nghệ,1,Đà Nẵng,19,2.26,7.0,2022-09-09
2200911,Lê Văn Dũng,Kinh tế,3,TP. Hồ Chí Minh,20,2.29,0.0,2022-09-18
2200912,Đặng Ngọc Hà,Kỹ thuật Công nghệ,3,Đà Nẵng,21,3.09,,2022-09-21
2200913,Bùi Hữu Oanh,Du lịch,1,TP. Hồ Chí Minh,12,2.92,9.6,2022-09-10
2200914,Nguyễn Ngọc Bình,Kinh tế,2,Hà Nội,24,2.2,5.2,2022-09-22
2200915,Phan Hữu Trang,Kinh tế,4,Lâm Đồng,14,3.09,11.3,2022-09-05
2200916,Trần Ngọc Bình,Ngôn ngữ,1,TP. Hồ Chí Minh,23,2.35,12.4,2022-09-25
2200917,Đặng Hữu Linh,Ngôn ngữ,1,Hà Nội,13,2.59,6.4,2022-09-11
2200918,Lê Quốc Dũng,Ngôn ngữ,4,Đà Nẵng,16,3.66,7.1,2022-09-21
2200919,Bùi Gia Linh,Kinh tế,3,Đà Nẵng,19,2.55,4.2,2022-09-05
2200920,Phạm Thanh Chi,Kỹ thuật Công nghệ,1,Hà Nội,23,,8.5,2022-09-05
2200921,Nguyễn Minh Phúc,Du lịch,4,Hà Nội,17,2.86,16.2,2022-09-17
2200922,Bùi Thanh Tuấn,Du lịch,1,Bình Dương,13,2.36,8.5,2022-09-22
2200923,Huỳnh Ngọc Phúc,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,15,2.86,0.8,2022-09-11
2200924,Hoàng Văn Giang,Kỹ thuật Công nghệ,4,Đồng Nai,22,2.89,8.7,2022-09-18
2200925,Đặng Thanh Nam,Kinh tế,1,Hà Nội,21,2.23,10.3,2022-09-05
2200926,Phạm Thị Mai,Luật,2,Hà Nội,20,2.09,11.8,2022-09-18
2200927,Đặng Hữu Yến,Kỹ thuật Công nghệ,4,Cần Thơ,20,2.49,6.2,2022-09-11
2200928,Bùi Quốc Hà,Luật,4,TP. Hồ Chí Minh,18,3.25,12.0,2022-09-13
2200929,Phạm Quốc Hà,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,16,2.85,7.5,2022-09-19
2200930,Đặng Thanh Oanh,Du lịch,4,TP. Hồ Chí Minh,22,2.61,14.4,2022-09-15
2200931,Hoàng Thị Vy,Kinh tế,1,TP. Hồ Chí Minh,14,,8.4,2022-09-05
2200932,Hoàng Quốc An,Kỹ thuật Công nghệ,2,Bình Dương,19,2.7,10.5,2022-09-16
2200933,Huỳnh Ngọc Linh,Kỹ thuật Công nghệ,4,Khánh Hòa,19,2.57,6.3,2022-09-20
2200934,Lê Ngọc Thảo,Luật,4,TP. Hồ Chí Minh,20,3.12,9.1,2022-09-11
2200935,Đặng Gia Bình,Du lịch,3,TP. Hồ Chí Minh,16,2.35,11.9,2022-09-20
2200936,Trần Thị Hà,Kinh tế,2,Hà Nội,22,2.7,7.8,2022-09-06
2200937,Hoàng Văn Hà,Ngôn ngữ,1,Đà Nẵng,18,1.68,7.4,2022-09-09
2200938,Đặng Thanh Hùng,Du lịch,2,TP. Hồ Chí Minh,12,2.04,5.5,2022-09-11
2200939,Bùi Văn Hùng,Kinh tế,4,TP. Hồ Chí Minh,17,3.16,11.4,2022-09-06
2200940,Phan Quốc Oanh,Ngôn ngữ,3,TP. Hồ Chí Minh,23,2.66,10.0,2022-09-24
2200941,Vũ Gia Phúc,Du lịch,1,TP. Hồ Chí Minh,20,2.05,4.4,2022-09-10
2200942,Trần Văn Khanh,Ngôn ngữ,4,TP. Hồ Chí Minh,22,3.25,9.6,2022-09-17
2200943,Đặng Văn Sơn,Ngôn ngữ,3,Đà Nẵng,13,3.0,13.1,2022-09-06
2200944,Phan Ngọc Quân,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,19,2.54,8.3,2022-09-07
2200945,Phan Quốc Oanh,Du lịch,1,Cần Thơ,13,3.1,5.2,2022-09-09
2200946,Đặng Hữu Mai,Kỹ thuật Công nghệ,2,Hà Nội,16,2.54,8.8,2022-09-12
2200947,Đặng Gia Oanh,Luật,2,TP. Hồ Chí Minh,23,2.31,9.7,2022-09-13
2200948,Phạm Thị Bình,Ngôn ngữ,3,TP. Hồ Chí Minh,16,2.73,13.3,2022-09-20
2200949,Đặng Thanh Phúc,Ngôn ngữ,4,Cần Thơ,24,2.71,10.1,2022-09-05
2200950,Phạm Ngọc Tuấn,Kỹ thuật Công nghệ,2,Hà Nội,21,1.93,15.7,2022-09-19
2200951,Phạm Gia Khanh,Kinh tế,2,Bình Dương,23,2.23,9.6,2022-09-19
2200952,Trần Minh Dũng,Kỹ thuật Công nghệ,4,,24,2.74,10.6,2022-09-12
2200953,Hoàng Quốc An,Kinh tế,2,Đồng Nai,18,2.67,5.8,2022-09-20
2200954,Vũ Quốc Oanh,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,15,2.6,5.3,2022-09-11
2200955,Hoàng Thanh Hùng,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,19,2.37,5.1,2022-09-16
2200956,Lê Gia An,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,12,3.12,5.1,2022-09-20
2200957,Trần Ngọc Phúc,Luật,1,TP. Hồ Chí Minh,12,1.58,4.0,2022-09-11
2200958,Phan Thanh Khanh,Luật,1,TP. Hồ Chí Minh,15,3.73,16.7,2022-09-22
2200959,Bùi Văn Tuấn,Kinh tế,4,,20,3.28,11.6,2022-09-05
2200960,Phan Gia Vy,Ngôn ngữ,4,TP. Hồ Chí Minh,23,2.82,8.1,2022-09-13
2200961,Hoàng Ngọc Nam,Kinh tế,3,Đà Nẵng,15,3.27,2.5,2022-09-13
2200962,Huỳnh Quốc Mai,Ngôn ngữ,4,Đà Nẵng,12,1.74,7.1,2022-09-22
2200963,Lê Hữu An,Kinh tế,3,Đà Nẵng,22,2.51,3.6,2022-09-12
2200964,Phan Gia Quân,Luật,1,TP. Hồ Chí Minh,17,3.11,8.4,2022-09-19
2200965,Vũ Hữu Oanh,Kinh tế,3,Hà Nội,15,3.29,8.0,2022-09-24
2200966,Hoàng Gia Hà,Ngôn ngữ,1,TP. Hồ Chí Minh,14,3.21,8.2,2022-09-24
2200967,Bùi Minh Thảo,Luật,2,Đồng Nai,23,1.79,5.0,2022-09-11
2200968,Lê Gia Linh,Kinh tế,1,Cần Thơ,13,2.11,7.6,2022-09-14
2200969,Đặng Thị Hùng,Du lịch,3,TP. Hồ Chí Minh,20,2.76,10.1,2022-09-10
2200970,Hoàng Ngọc Nam,Ngôn ngữ,3,Đồng Nai,15,2.68,9.9,2022-09-08
2200971,Phan Quốc Khanh,Kỹ thuật Công nghệ,1,Khánh Hòa,24,2.38,8.1,2022-09-24
2200972,Huỳnh Văn Chi,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,20,,10.1,2022-09-13
2200973,Huỳnh Quốc An,Ngôn ngữ,2,Cần Thơ,22,2.35,8.1,2022-09-17
2200974,Trần Quốc Chi,Luật,2,TP. Hồ Chí Minh,20,1.35,3.4,2022-09-10
2200975,Lê Thị Sơn,Kinh tế,1,Cần Thơ,24,2.45,11.0,2022-09-16
2200976,Vũ Hữu Phúc,Kinh tế,1,Bình Dương,18,2.7,8.0,2022-09-21
2200977,Vũ Gia Phúc,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,17,1.79,8.7,2022-09-22
2200978,Trần Hữu Vy,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,24,2.57,13.7,2022-09-09
2200979,Phạm Thị Dũng,Du lịch,4,,24,3.19,8.4,2022-09-10
2200980,Trần Minh Bình,Ngôn ngữ,3,Cần Thơ,24,2.29,8.8,2022-09-05
2200981,Phan Quốc Quân,Du lịch,1,Cần Thơ,19,2.6,13.3,2022-09-19
2200982,Hoàng Ngọc Sơn,Kỹ thuật Công nghệ,4,Đà Nẵng,23,2.54,8.3,2022-09-20
2200983,Bùi Minh Dũng,Kinh tế,4,Đà Nẵng,14,2.62,8.7,2022-09-10
2200984,Phạm Gia Bình,Kỹ thuật Công nghệ,3,Đồng Nai,17,2.49,10.7,2022-09-21
2200985,Huỳnh Gia Hà,Ngôn ngữ,3,Đà Nẵng,14,3.59,13.1,2022-09-17
2200986,Hoàng Gia Sơn,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,19,2.39,8.3,2022-09-05
2200987,Lê Thanh Hùng,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,14,2.29,8.2,2022-09-19
2200988,Bùi Quốc Giang,Kinh tế,4,TP. Hồ Chí Minh,20,2.76,,2022-09-23
2200989,Phan Hữu Thảo,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,20,2.21,16.8,2022-09-07
2200990,Phan Minh Chi,Du lịch,1,Bình Dương,12,2.77,5.5,2022-09-16
2200991,Đặng Minh Yến,Ngôn ngữ,2,TP. Hồ Chí Minh,16,3.18,9.7,2022-09-24
2200992,Vũ Gia Khanh,Luật,2,TP. Hồ Chí Minh,18,2.69,9.2,2022-09-11
2200993,Nguyễn Thanh Trang,Kỹ thuật Công nghệ,1,Bình Dương,16,3.37,12.1,2022-09-14
2200994,Lê Văn Linh,Du lịch,1,Đồng Nai,14,2.41,11.3,2022-09-25
2200995,Phạm Thị Oanh,Kỹ thuật Công nghệ,1,Lâm Đồng,22,2.87,3.4,2022-09-23
2200996,Trần Ngọc Sơn,Ngôn ngữ,1,TP. Hồ Chí Minh,23,2.15,8.3,2022-09-09
2200997,Huỳnh Hữu Thảo,Kỹ thuật Công nghệ,3,Lâm Đồng,22,2.09,4.5,2022-09-14
2200998,Đặng Thanh Oanh,Du lịch,4,Đà Nẵng,21,2.98,9.1,2022-09-22
2200999,Trần Hữu Quân,Du lịch,4,,18,2.46,6.5,2022-09-10
2201000,Lê Hữu Trang,Kỹ thuật Công nghệ,3,TP. Hồ Chí Minh,15,1.64,2.5,2022-09-19
2201001,Hoàng Minh Tuấn,Kỹ thuật Công nghệ,3,Đà Nẵng,13,2.41,10.6,2022-09-24
2201002,Hoàng Thị Trang,Luật,2,TP. Hồ Chí Minh,21,2.51,13.2,2022-09-16
2201003,Phan Minh Oanh,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,23,2.04,10.0,2022-09-08
2201004,Hoàng Minh Khanh,Kỹ thuật Công nghệ,4,TP. Hồ Chí Minh,14,2.91,10.3,2022-09-25
2201005,Trần Văn Bình,Ngôn ngữ,1,TP. Hồ Chí Minh,14,2.42,2.8,2022-09-14
2201006,Hoàng Quốc Phúc,Luật,3,TP. Hồ Chí Minh,23,1.97,9.9,2022-09-23
2201007,Nguyễn Gia Hà,Ngôn ngữ,1,TP. Hồ Chí Minh,16,2.18,11.5,2022-09-08
2201008,Huỳnh Gia Vy,Kỹ thuật Công nghệ,1,TP. Hồ Chí Minh,18,2.0,10.0,2022-09-13
2201009,Đặng Thanh Mai,Kỹ thuật Công nghệ,2,TP. Hồ Chí Minh,17,2.73,8.1,2022-09-25
2201010,Trần Văn Quân,Kỹ thuật Công nghệ,4,Bình Dương,21,3.54,14.8,2022-09-20
2201011,Bùi Quốc Chi,Kỹ thuật Công nghệ,2,Đồng Nai,19,1.97,13.6,2022-09-15
2201012,Trần Hữu Vy,Ngôn ngữ,4,Hà Nội,17,2.8,9.8,2022-09-14
2201013,Phạm Thị Mai,Luật,1,Hà Nội,21,2.75,9.8,2022-09-23
2201014,Đặng Ngọc Nam,Du lịch,1,TP. Hồ Chí Minh,12,2.21,9.4,2022-09-05
2201015,Phạm Gia Yến,Ngôn ngữ,2,TP. Hồ Chí Minh,13,3.87,8.7,2022-09-09
2201016,Phạm Thị Giang,Du lịch,4,Hà Nội,14,2.78,6.7,2022-09-12
